1.350000000000000000e+02 2.732780000000000200e+03 1.713390000000000000e+05
1.360000000000000000e+02 2.736840000000000146e+03 1.695510000000000000e+05
1.370000000000000000e+02 2.740960000000000036e+03 1.743530000000000000e+05
1.380000000000000000e+02 2.745030000000000200e+03 1.745430000000000000e+05
1.390000000000000000e+02 2.749139999999999873e+03 1.656510000000000000e+05
1.400000000000000000e+02 2.753210000000000036e+03 1.695130000000000000e+05
1.410000000000000000e+02 2.757239999999999782e+03 1.710400000000000000e+05
1.420000000000000000e+02 2.761170000000000073e+03 1.646750000000000000e+05
1.430000000000000000e+02 2.765159999999999854e+03 1.703160000000000000e+05
1.440000000000000000e+02 2.769150000000000091e+03 1.701850000000000000e+05
1.450000000000000000e+02 2.773130000000000109e+03 1.805820000000000000e+05
1.460000000000000000e+02 2.776980000000000018e+03 1.747010000000000000e+05
1.470000000000000000e+02 2.780739999999999782e+03 1.759820000000000000e+05
1.480000000000000000e+02 2.784530000000000200e+03 1.759880000000000000e+05
1.490000000000000000e+02 2.788360000000000127e+03 1.924630000000000000e+05
1.500000000000000000e+02 2.792090000000000146e+03 1.951290000000000000e+05
1.510000000000000000e+02 2.795800000000000182e+03 2.027200000000000000e+05
1.520000000000000000e+02 2.799420000000000073e+03 2.030890000000000000e+05
1.530000000000000000e+02 2.802969999999999800e+03 2.100280000000000000e+05
1.540000000000000000e+02 2.806460000000000036e+03 2.082000000000000000e+05
1.550000000000000000e+02 2.809840000000000146e+03 2.006200000000000000e+05
1.560000000000000000e+02 2.813489999999999782e+03 2.184980000000000000e+05
1.570000000000000000e+02 2.817050000000000182e+03 2.248900000000000000e+05
1.580000000000000000e+02 2.820380000000000109e+03 2.169090000000000000e+05
1.590000000000000000e+02 2.823730000000000018e+03 2.106340000000000000e+05
1.600000000000000000e+02 2.827030000000000200e+03 2.060090000000000000e+05
1.610000000000000000e+02 2.830440000000000055e+03 2.205690000000000000e+05
1.620000000000000000e+02 2.833530000000000200e+03 1.901280000000000000e+05
1.630000000000000000e+02 2.836530000000000200e+03 1.800380000000000000e+05
1.640000000000000000e+02 2.839539999999999964e+03 1.928190000000000000e+05
1.650000000000000000e+02 2.842849999999999909e+03 2.122060000000000000e+05
1.660000000000000000e+02 2.845909999999999854e+03 2.253610000000000000e+05
1.670000000000000000e+02 2.849039999999999964e+03 2.435970000000000000e+05
1.680000000000000000e+02 2.851670000000000073e+03 2.354700000000000000e+05
1.690000000000000000e+02 2.853949999999999818e+03 2.298920000000000000e+05
1.700000000000000000e+02 2.856050000000000182e+03 2.205830000000000000e+05
1.710000000000000000e+02 2.858260000000000218e+03 2.035600000000000000e+05
1.720000000000000000e+02 2.860250000000000000e+03 1.989060000000000000e+05
1.730000000000000000e+02 2.862440000000000055e+03 1.625060000000000000e+05
1.740000000000000000e+02 2.864360000000000127e+03 1.393290000000000000e+05
1.750000000000000000e+02 2.866519999999999982e+03 1.421100000000000000e+05
1.760000000000000000e+02 2.868119999999999891e+03 1.331430000000000000e+05
1.770000000000000000e+02 2.869400000000000091e+03 1.371710000000000000e+05
1.780000000000000000e+02 2.871039999999999964e+03 1.414920000000000000e+05
1.790000000000000000e+02 2.872170000000000073e+03 1.866140000000000000e+05
1.800000000000000000e+02 2.873750000000000000e+03 3.653600000000000000e+05
1.810000000000000000e+02 2.875760000000000218e+03 4.608530000000000000e+05
1.820000000000000000e+02 2.876860000000000127e+03 6.233970000000000000e+05
1.830000000000000000e+02 2.877480000000000018e+03 7.261350000000000000e+05
1.840000000000000000e+02 2.877159999999999854e+03 6.681580000000000000e+05
1.850000000000000000e+02 2.875599999999999909e+03 6.629950000000000000e+05
