150	587.811	21589
151	598.864	26387
152	609.803	30191
153	620.642	32454
154	631.186	35408
155	642.007	42225
156	652.81	43242
157	663.734	47061
158	674.112	39242
159	684.777	36384
160	695.27	34519
161	705.582	37695
162	715.978	48965
163	726.1	44088
164	735.8	39500
165	746.159	39494
166	756.723	41334
167	766.63	47266
168	776.433	46144
169	786.104	34728
170	795.915	35633
171	805.369	22276
172	815.29	36900
173	825.677	36912
174	834.975	54147
175	844.557	48106
176	853.487	42087
177	862.458	28199
178	870.889	30876
179	880.172	28129
180	889.557	22786
