1.500000000000000000e+02	5.350890000000000555e+02	1.753500000000000000e+04
1.510000000000000000e+02	5.450320000000000391e+02	1.761500000000000000e+04
1.520000000000000000e+02	5.537469999999999573e+02	1.683500000000000000e+04
1.530000000000000000e+02	5.642380000000000564e+02	1.618600000000000000e+04
1.540000000000000000e+02	5.741929999999999836e+02	1.571200000000000000e+04
1.550000000000000000e+02	5.843020000000000209e+02	1.519200000000000000e+04
1.560000000000000000e+02	5.945789999999999509e+02	1.423100000000000000e+04
1.570000000000000000e+02	6.040960000000000036e+02	1.441900000000000000e+04
1.580000000000000000e+02	6.160670000000000073e+02	1.658600000000000000e+04
1.590000000000000000e+02	6.270359999999999445e+02	1.676900000000000000e+04
1.600000000000000000e+02	6.387960000000000491e+02	1.616900000000000000e+04
1.610000000000000000e+02	6.488759999999999764e+02	1.703300000000000000e+04
1.620000000000000000e+02	6.593179999999999836e+02	1.986700000000000000e+04
1.630000000000000000e+02	6.680929999999999609e+02	1.935200000000000000e+04
1.640000000000000000e+02	6.780090000000000146e+02	1.884700000000000000e+04
1.650000000000000000e+02	6.861570000000000391e+02	2.056300000000000000e+04
1.660000000000000000e+02	6.941029999999999518e+02	1.897700000000000000e+04
1.670000000000000000e+02	7.040040000000000191e+02	1.954200000000000000e+04
1.680000000000000000e+02	7.134859999999999900e+02	1.957700000000000000e+04
1.690000000000000000e+02	7.224779999999999518e+02	1.948900000000000000e+04
1.700000000000000000e+02	7.324800000000000182e+02	1.938400000000000000e+04
1.710000000000000000e+02	7.429439999999999600e+02	1.969700000000000000e+04
1.720000000000000000e+02	7.513529999999999518e+02	1.994300000000000000e+04
1.730000000000000000e+02	7.612029999999999745e+02	2.023200000000000000e+04
1.740000000000000000e+02	7.719170000000000300e+02	1.978300000000000000e+04
1.750000000000000000e+02	7.797500000000000000e+02	1.830100000000000000e+04
1.760000000000000000e+02	7.882609999999999673e+02	1.926700000000000000e+04
1.770000000000000000e+02	7.989410000000000309e+02	2.524600000000000000e+04
1.780000000000000000e+02	8.046359999999999673e+02	2.875500000000000000e+04
1.790000000000000000e+02	8.099020000000000437e+02	2.648600000000000000e+04
1.800000000000000000e+02	8.180370000000000346e+02	3.444000000000000000e+04
