1.500000000000000000e+02	3.288000000000000000e+03	8.220000000000000000e+02
1.510000000000000000e+02	3.272000000000000000e+03	8.180000000000000000e+02
1.520000000000000000e+02	3.044000000000000000e+03	7.610000000000000000e+02
1.530000000000000000e+02	2.988000000000000000e+03	7.470000000000000000e+02
1.540000000000000000e+02	2.884000000000000000e+03	7.210000000000000000e+02
1.550000000000000000e+02	2.688000000000000000e+03	6.720000000000000000e+02
1.560000000000000000e+02	2.684000000000000000e+03	6.710000000000000000e+02
1.570000000000000000e+02	2.564000000000000000e+03	6.410000000000000000e+02
1.580000000000000000e+02	2.556000000000000000e+03	6.390000000000000000e+02
1.590000000000000000e+02	2.500000000000000000e+03	6.250000000000000000e+02
1.600000000000000000e+02	2.504000000000000000e+03	6.260000000000000000e+02
1.610000000000000000e+02	2.264000000000000000e+03	5.660000000000000000e+02
1.620000000000000000e+02	2.240000000000000000e+03	5.600000000000000000e+02
1.630000000000000000e+02	2.236000000000000000e+03	5.590000000000000000e+02
1.640000000000000000e+02	2.016000000000000000e+03	5.040000000000000000e+02
1.650000000000000000e+02	1.968000000000000000e+03	4.920000000000000000e+02
1.660000000000000000e+02	1.956000000000000000e+03	4.890000000000000000e+02
1.670000000000000000e+02	1.808000000000000000e+03	4.520000000000000000e+02
1.680000000000000000e+02	1.832000000000000000e+03	4.580000000000000000e+02
1.690000000000000000e+02	1.808000000000000000e+03	4.520000000000000000e+02
1.700000000000000000e+02	1.800000000000000000e+03	4.500000000000000000e+02
1.710000000000000000e+02	1.716000000000000000e+03	4.290000000000000000e+02
1.720000000000000000e+02	1.680000000000000000e+03	4.200000000000000000e+02
1.730000000000000000e+02	1.540000000000000000e+03	3.850000000000000000e+02
1.740000000000000000e+02	1.524000000000000000e+03	3.810000000000000000e+02
1.750000000000000000e+02	1.484000000000000000e+03	3.710000000000000000e+02
1.760000000000000000e+02	1.360000000000000000e+03	3.400000000000000000e+02
1.770000000000000000e+02	1.176000000000000000e+03	2.940000000000000000e+02
1.780000000000000000e+02	1.192000000000000000e+03	2.980000000000000000e+02
1.790000000000000000e+02	1.012000000000000000e+03	2.530000000000000000e+02
1.800000000000000000e+02	1.000000000000000000e+03	2.500000000000000000e+02
