0.000000000000000000e+00 4.213939999999999600e+03 4.618600000000000000e+04
1.000000000000000000e+00 4.219289999999999964e+03 4.623700000000000000e+04
2.000000000000000000e+00 4.223989999999999782e+03 4.609200000000000000e+04
3.000000000000000000e+00 4.228359999999999673e+03 4.630500000000000000e+04
4.000000000000000000e+00 4.232479999999999563e+03 4.587100000000000000e+04
5.000000000000000000e+00 4.236420000000000073e+03 4.565200000000000000e+04
6.000000000000000000e+00 4.240220000000000255e+03 4.564600000000000000e+04
7.000000000000000000e+00 4.243930000000000291e+03 4.576400000000000000e+04
8.000000000000000000e+00 4.247529999999999745e+03 4.573000000000000000e+04
9.000000000000000000e+00 4.251079999999999927e+03 4.539900000000000000e+04
1.000000000000000000e+01 4.254579999999999927e+03 4.556500000000000000e+04
1.100000000000000000e+01 4.258010000000000218e+03 4.567400000000000000e+04
1.200000000000000000e+01 4.261409999999999854e+03 4.548200000000000000e+04
1.300000000000000000e+01 4.264729999999999563e+03 4.530500000000000000e+04
1.400000000000000000e+01 4.268050000000000182e+03 4.540300000000000000e+04
1.500000000000000000e+01 4.271359999999999673e+03 4.611000000000000000e+04
1.600000000000000000e+01 4.274640000000000327e+03 4.648000000000000000e+04
1.700000000000000000e+01 4.277930000000000291e+03 4.656500000000000000e+04
1.800000000000000000e+01 4.281180000000000291e+03 4.658200000000000000e+04
1.900000000000000000e+01 4.284430000000000291e+03 4.662200000000000000e+04
2.000000000000000000e+01 4.287699999999999818e+03 4.691700000000000000e+04
2.100000000000000000e+01 4.290920000000000073e+03 4.666200000000000000e+04
2.200000000000000000e+01 4.294119999999999891e+03 4.674000000000000000e+04
2.300000000000000000e+01 4.297329999999999927e+03 4.681300000000000000e+04
2.400000000000000000e+01 4.300550000000000182e+03 4.655800000000000000e+04
2.500000000000000000e+01 4.303760000000000218e+03 4.650800000000000000e+04
2.600000000000000000e+01 4.306949999999999818e+03 4.658200000000000000e+04
2.700000000000000000e+01 4.310170000000000073e+03 4.652000000000000000e+04
2.800000000000000000e+01 4.313399999999999636e+03 4.684300000000000000e+04
2.900000000000000000e+01 4.316609999999999673e+03 4.718900000000000000e+04
3.000000000000000000e+01 4.319810000000000400e+03 4.725700000000000000e+04
3.100000000000000000e+01 4.323010000000000218e+03 4.734200000000000000e+04
3.200000000000000000e+01 4.326239999999999782e+03 4.726200000000000000e+04
3.300000000000000000e+01 4.329470000000000255e+03 4.750800000000000000e+04
3.400000000000000000e+01 4.332729999999999563e+03 4.761400000000000000e+04
3.500000000000000000e+01 4.336020000000000437e+03 4.759400000000000000e+04
3.600000000000000000e+01 4.339289999999999964e+03 4.765000000000000000e+04
3.700000000000000000e+01 4.342560000000000400e+03 4.783100000000000000e+04
3.800000000000000000e+01 4.345890000000000327e+03 4.794900000000000000e+04
3.900000000000000000e+01 4.349170000000000073e+03 4.816500000000000000e+04
4.000000000000000000e+01 4.352460000000000036e+03 4.830000000000000000e+04
4.100000000000000000e+01 4.355770000000000437e+03 4.822600000000000000e+04
4.200000000000000000e+01 4.359090000000000146e+03 4.867100000000000000e+04
4.300000000000000000e+01 4.362460000000000036e+03 4.887500000000000000e+04
4.400000000000000000e+01 4.365819999999999709e+03 4.877600000000000000e+04
4.500000000000000000e+01 4.369189999999999600e+03 4.923500000000000000e+04
4.600000000000000000e+01 4.372539999999999964e+03 4.903900000000000000e+04
4.700000000000000000e+01 4.375859999999999673e+03 4.897200000000000000e+04
4.800000000000000000e+01 4.379300000000000182e+03 4.889900000000000000e+04
4.900000000000000000e+01 4.382750000000000000e+03 4.966100000000000000e+04
5.000000000000000000e+01 4.386159999999999854e+03 4.917200000000000000e+04
