5.000000000000000000e+01 1.302100000000000000e+04 2.318000000000000000e+03
5.100000000000000000e+01 1.573500000000000000e+04 3.270000000000000000e+03
5.200000000000000000e+01 1.833050000000000000e+04 2.661000000000000000e+03
5.300000000000000000e+01 2.089350000000000000e+04 2.903000000000000000e+03
5.400000000000000000e+01 2.303950000000000000e+04 2.529000000000000000e+03
5.500000000000000000e+01 2.574150000000000000e+04 1.195000000000000000e+03
5.600000000000000000e+01 2.850700000000000000e+04 1.640000000000000000e+03
5.700000000000000000e+01 3.147650000000000000e+04 3.267000000000000000e+03
5.800000000000000000e+01 3.488950000000000000e+04 5.309000000000000000e+03
5.900000000000000000e+01 3.781050000000000000e+04 5.959000000000000000e+03
6.000000000000000000e+01 4.032250000000000000e+04 6.385000000000000000e+03
6.100000000000000000e+01 4.291250000000000000e+04 6.351000000000000000e+03
6.200000000000000000e+01 4.564250000000000000e+04 6.099000000000000000e+03
6.300000000000000000e+01 4.814350000000000000e+04 5.809000000000000000e+03
6.400000000000000000e+01 5.060150000000000000e+04 5.829000000000000000e+03
6.500000000000000000e+01 5.300500000000000000e+04 5.940000000000000000e+03
6.600000000000000000e+01 5.588150000000000000e+04 6.123000000000000000e+03
6.700000000000000000e+01 5.828050000000000000e+04 5.987000000000000000e+03
6.800000000000000000e+01 6.141100000000000000e+04 6.490000000000000000e+03
6.900000000000000000e+01 6.430500000000000000e+04 7.644000000000000000e+03
7.000000000000000000e+01 6.740050000000000000e+04 8.465000000000000000e+03
7.100000000000000000e+01 7.022900000000000000e+04 8.028000000000000000e+03
7.200000000000000000e+01 7.326000000000000000e+04 8.696000000000000000e+03
7.300000000000000000e+01 7.649050000000000000e+04 9.651000000000000000e+03
7.400000000000000000e+01 7.958350000000000000e+04 9.079000000000000000e+03
7.500000000000000000e+01 8.231950000000000000e+04 9.571000000000000000e+03
7.600000000000000000e+01 8.529100000000000000e+04 1.041800000000000000e+04
7.700000000000000000e+01 8.824450000000000000e+04 1.098700000000000000e+04
7.800000000000000000e+01 9.089050000000000000e+04 1.084500000000000000e+04
7.900000000000000000e+01 9.339800000000000000e+04 1.069800000000000000e+04
8.000000000000000000e+01 9.635050000000000000e+04 1.180100000000000000e+04
