7.500000000000000000e+01	3.586360000000000127e+03	3.334400000000000000e+04
7.600000000000000000e+01	3.597320000000000164e+03	3.326900000000000000e+04
7.700000000000000000e+01	3.608269999999999982e+03	3.313200000000000000e+04
7.800000000000000000e+01	3.619280000000000200e+03	3.296100000000000000e+04
7.900000000000000000e+01	3.630309999999999945e+03	3.262300000000000000e+04
8.000000000000000000e+01	3.641320000000000164e+03	3.241100000000000000e+04
8.100000000000000000e+01	3.652440000000000055e+03	3.273600000000000000e+04
8.200000000000000000e+01	3.663519999999999982e+03	3.247100000000000000e+04
8.300000000000000000e+01	3.674579999999999927e+03	3.299700000000000000e+04
8.400000000000000000e+01	3.685570000000000164e+03	3.249800000000000000e+04
8.500000000000000000e+01	3.696630000000000109e+03	3.250400000000000000e+04
8.600000000000000000e+01	3.707699999999999818e+03	3.287000000000000000e+04
8.700000000000000000e+01	3.718840000000000146e+03	3.294900000000000000e+04
8.800000000000000000e+01	3.729980000000000018e+03	3.288700000000000000e+04
8.900000000000000000e+01	3.741110000000000127e+03	3.327600000000000000e+04
9.000000000000000000e+01	3.752179999999999836e+03	3.263800000000000000e+04
9.100000000000000000e+01	3.763329999999999927e+03	3.251700000000000000e+04
9.200000000000000000e+01	3.774539999999999964e+03	3.241900000000000000e+04
9.300000000000000000e+01	3.785699999999999818e+03	3.310600000000000000e+04
9.400000000000000000e+01	3.796889999999999873e+03	3.292200000000000000e+04
9.500000000000000000e+01	3.808150000000000091e+03	3.301200000000000000e+04
9.600000000000000000e+01	3.819489999999999782e+03	3.354000000000000000e+04
9.700000000000000000e+01	3.830800000000000182e+03	3.345800000000000000e+04
9.800000000000000000e+01	3.842039999999999964e+03	3.289900000000000000e+04
9.900000000000000000e+01	3.853329999999999927e+03	3.305000000000000000e+04
1.000000000000000000e+02	3.864550000000000182e+03	3.234000000000000000e+04
1.010000000000000000e+02	3.875730000000000018e+03	3.247700000000000000e+04
1.020000000000000000e+02	3.886960000000000036e+03	3.226500000000000000e+04
1.030000000000000000e+02	3.898190000000000055e+03	3.238000000000000000e+04
1.040000000000000000e+02	3.909489999999999782e+03	3.251700000000000000e+04
1.050000000000000000e+02	3.920719999999999800e+03	3.200100000000000000e+04
