LAMMPS data file via write_data, version 22 Dec 2022, timestep = 10000

100 atoms
1 atom types

0 22.5 xlo xhi
0 22.5 ylo yhi
0 22.5 zlo zhi

Masses

1 28

Pair Coeffs # lj/cut

1 95.21 3.75

Atoms # atomic

1 1 8.225754595001115 4.25747818372095 1.9358337979930604 0 0 0
7 1 7.331026023175111 5.0543715041383965 5.821870054035385 0 0 0
9 1 3.2144826937999964 0.8106346965351262 6.837344665935893 0 1 0
22 1 7.273430075856592 1.0392849217351952 6.761679603374416 0 0 0
25 1 2.6106123587166024 3.0619129499243165 0.5709493779907721 0 0 1
30 1 10.741436341424206 2.820590316700094 5.161452778457407 0 0 0
43 1 5.196291463541005 2.070627733632282 3.540319157783089 0 0 0
46 1 1.5934092672976705 3.9295554719537327 4.538817126321985 1 0 0
77 1 9.344792681673914 3.430600893418585 9.109215686148598 0 0 0
81 1 5.188020673668025 3.563462338439867 9.111522158892607 0 0 0
130 1 1.2028779157916443 3.7691307101720577 8.779845861848372 0 0 0
146 1 8.845407581583316 0.26522367087435916 2.6142363853818913 0 1 1
670 1 4.548886052122752 6.127878027096337 2.746001408084297 0 0 0
761 1 3.608770796614127 6.610778693626994 6.857503788945033 0 0 0
66 1 3.050225777109258 0.14463587531106525 10.89515635273194 0 1 0
759 1 11.925715473213103 6.4999582925811215 6.299023410910286 0 0 0
677 1 22.342990385295366 6.139405658999184 1.490910799238323 0 0 0
78 1 21.54583245680939 1.3061015954269568 6.149514340865201 0 0 0
26 1 14.590480076191236 0.19864054615545834 6.051659234823498 0 0 0
47 1 17.473645398148165 2.5582066762997773 7.779608570402303 0 0 0
55 1 21.16634744599757 2.301524881181085 1.7286780105105977 0 0 0
63 1 17.25300817366363 1.8083747647741688 2.3546715594617056 0 0 0
92 1 13.355258990943081 3.3378607804597658 8.42613718725095 0 0 0
127 1 13.093194635395513 1.322237092453166 2.3388128603523644 0 0 0
129 1 14.957462507513092 4.072363772696048 4.717927702571229 0 0 0
147 1 20.850673061027493 1.2621366892764987 10.231336670104108 0 0 0
150 1 19.645571624462278 4.622292337763258 4.867320787099802 0 0 0
158 1 12.255780390350044 5.401020613220062 1.9534463896199337 0 0 0
679 1 17.310041357674653 5.865098437930035 1.709446290139781 0 0 0
747 1 19.91594437552427 5.277119436430335 9.546368084636692 0 0 0
782 1 16.62150181463058 6.580998496190178 7.341725468329026 0 0 0
746 1 15.866305699742547 5.499895572895135 11.244893648542883 0 0 0
113 1 1.5785885691077395 22.338080993778114 3.1272624286949897 0 0 0
311 1 9.351313009090395 20.01774378238144 10.719750484321146 0 0 0
114 1 0.4955770065987337 20.66274990498217 8.337653035222399 1 0 0
494 1 5.272545291004955 20.668705920301708 2.4404025107810288 0 0 0
511 1 5.688309976220273 20.42577033416637 8.922006334141825 0 0 0
694 1 7.991567431246663 19.77381696262109 5.541690772651548 0 0 0
738 1 8.822427720680103 18.542701470452684 1.6836138983180804 0 0 0
23 1 10.922637362695598 22.26615482488002 7.764141758561204 0 0 0
72 1 18.388414217572844 21.577754746925898 5.324031583650057 0 0 0
82 1 15.623286879213206 20.582578936164527 2.4041801173725044 0 0 0
140 1 19.71440833886824 21.06095135866709 1.409485117722997 -1 0 1
164 1 17.614496525430354 21.343102907921704 9.53057344003142 0 0 0
307 1 13.62283513211777 20.490065503395197 10.530915563009176 0 0 0
405 1 11.791419010279423 20.379305766373538 3.992015440246102 0 0 0
735 1 12.720213596811625 18.629921612855934 0.09254726981397154 0 0 1
155 1 6.5253389598919735 1.3718989043831364 22.0048859673575 0 0 0
145 1 10.779917555758697 2.574359636322761 21.762407676671817 0 0 0
14 1 3.9366560701451534 2.3785709295787685 19.141613430409517 0 0 0
35 1 8.598390294983224 2.145687783204804 15.074572323157717 0 0 0
39 1 1.0915579633282295 3.3146896575645943 16.48907468816688 0 0 0
51 1 1.260311920549865 5.56244868159408 20.07499155172845 0 0 0
59 1 8.133796643760887 3.7201916893106852 18.761722244677003 0 0 0
65 1 5.456710730659174 5.43725018875546 21.363922412909517 0 0 0
71 1 7.06639641549736 0.9245552641453949 11.500324491644427 0 0 0
88 1 7.240848443117389 4.9397834739367354 12.440846454790249 0 0 0
73 1 4.438340682507652 0.6918509060944689 14.938178729702797 0 1 0
136 1 5.209000077661592 4.664305258385982 15.978477693152833 0 0 0
143 1 9.828256399290753 6.005302879728986 15.625499605026794 0 0 0
144 1 2.692732729340313 3.7589820226463395 12.710854617045658 0 0 0
149 1 11.116541315390041 0.7098877605562526 18.083591668905502 0 1 0
8 1 0.1646053889601531 0.5227722532687573 13.73326068801492 0 1 0
33 1 11.204766885007155 1.0170363152944684 11.829351154076575 0 1 0
783 1 9.625603494525702 6.517932493480822 21.391417932180417 0 0 0
10 1 15.273701863257998 1.6072157773222828 11.47556945564019 0 0 0
95 1 22.32803251469882 1.742474543043633 20.269644934343944 -1 0 0
32 1 12.3621292115944 4.8056592672624 18.715304879106252 0 0 0
118 1 11.771831872533928 5.178281677737031 11.880157726295366 0 0 0
19 1 19.76823237550828 1.6815351677041204 17.061563603142996 0 0 0
24 1 19.576695387287387 4.519374139150316 21.12115669931339 0 0 0
37 1 16.549411254725147 5.454958165509143 18.48188771213492 0 0 0
42 1 12.735108485787697 2.9683206337356567 15.064891195187766 0 0 0
49 1 15.187667973426946 1.635629386704242 18.023102338203742 0 0 0
58 1 14.962876948510708 3.572873619418996 21.7869215751006 0 0 0
62 1 18.003971947591726 0.7565231743531868 20.88499135402264 0 0 0
84 1 18.54011710944591 0.24825845740188346 13.479893553527022 0 1 0
90 1 20.428916133907112 5.793462576946926 17.22553074696359 -1 0 0
119 1 16.76534133905794 3.5918855467307798 14.820383904185324 0 0 0
134 1 20.599390272330208 3.9523070538194416 13.424653543357113 0 0 0
741 1 14.078464777943895 6.757522903037035 15.187431343452737 0 0 0
221 1 7.074099990108098 22.39853374678573 18.156682227811167 0 0 0
162 1 9.806613459860268 21.252419871395656 21.42077854667827 0 0 0
138 1 10.098135797352594 20.86834610503556 14.792987332582936 0 0 0
160 1 2.754640386558437 21.74097688763447 21.598550472687254 0 0 0
219 1 1.6556969423106391 21.79850941491244 17.547736433356874 0 0 0
509 1 2.202454379854003 19.65076220624652 13.8604003849255 0 0 0
512 1 9.271783871469923 18.87152779492155 18.26764924650437 0 0 0
515 1 6.209044790458421 19.91579323467603 13.236895199975415 0 0 0
520 1 4.85510264679561 19.21018469390002 17.074150377686205 0 0 0
688 1 6.157201281123422 19.581931841365034 21.02845782205857 0 0 0
615 1 20.88945420593463 20.05683914341816 15.795483429122482 0 0 0
56 1 13.867092611206278 22.225516543828654 21.256552128240717 0 0 0
322 1 20.93418304688958 19.814469073114207 11.781711830423083 0 0 0
784 1 16.962758088234235 19.07518895276598 13.200729137845675 0 0 0
120 1 16.81500666859326 19.31707904712161 21.147544972900114 0 0 0
207 1 20.879663638947367 20.5067797885308 19.947905837068298 0 0 0
69 1 17.25889759755642 20.791922130757897 17.335251648135127 0 0 0
116 1 14.221766131334823 21.72336934447445 14.668572582150135 0 0 0
230 1 13.320919664726095 19.696805051386743 18.20249865679187 0 0 0

Velocities

1 0 0 0
7 0 0 0
9 0 0 0
22 0.003727990818905855 0.0011341180093157334 0.0008118111860024618
25 -0.0011366829395841483 -0.002016302478178021 0.0019559849737617926
30 0.0017164202347519728 -0.0006984934611302607 -0.0013526056508311088
43 0.0036150708737859257 -0.0006066079004474426 0.0021379055478421487
46 0.0005505080086375878 -0.0003131830004789661 0.0006286849053676322
77 0.0035574922415727924 0.00024182509059624498 0.0025121259230282793
81 -0.0016188593936403194 -0.0023858353022494045 0.004342505528843972
130 0.0024710127871701497 -0.0006114658453787364 -0.0005255125857570225
146 -4.760359248744536e-05 -0.00015831577923847558 0.003509641654697343
670 0.0021380377564358954 -0.000983287112148026 0.0009448511712233693
761 -0.0005984933393395908 -0.0022446242401880897 0.002078415490839484
66 -0.002049603174922292 -0.00034238546323093523 -0.0005931127962180926
759 1.7159918564065583e-05 -0.0024155697901985795 0.001454748139610751
677 -0.0002148673611032669 0.00011679798638448623 0.003660094989428401
78 -0.0007539265203896685 -0.0023250952638728902 -0.0012390400910760396
26 -0.00017405729683411044 0.0003765824557733137 -0.0010058137770452868
47 -0.0012992623280350265 0.0002475810756322325 -0.002337439757432899
55 -0.00028792810753709193 -0.0003062230452358541 -0.0014795888874173022
63 0.0002503777592144541 0.0029978092493542045 -0.0015774630789305423
92 -0.003841086987946272 -0.0004479245939514481 0.001275293224609961
127 3.226537535659034e-05 6.348951340106682e-05 -0.000948676090602461
129 -0.0014571382841492375 0.0029521576975332035 0.0037822030155332006
147 0.0008379816613291318 -0.00015774499692828623 0.0021265208119631267
150 -0.0023236249912423758 0.001643361207023603 0.0009865451925184687
158 0.00033198624572078453 -0.0033933357356050846 0.0011815109948674358
679 -0.0009485050907559253 -3.2710678708461764e-05 0.00012681337714014892
747 0.00078286460015336 -0.001971198452554202 0.0018381267406688553
782 -0.0010211460969397764 5.5066838848161795e-05 0.0021958965339368528
746 -0.0002062686145357339 0.00187524224917968 0.00036656289179932993
113 -0.0005904887636297203 -0.0021228938584814823 0.001604061524451938
311 0.00046974828464276815 0.004231095898268972 -0.0006910236669941973
114 0.0004745393929642611 2.9727469697324908e-06 2.2715814817610196e-05
494 0.0010785563301615357 0.0013829290383002124 -0.0008086521549428773
511 -0.001984211188198723 7.287423805097819e-05 0.0028734838097572973
694 -0.0010488406955880627 0.0001935773349970006 -0.0003750447121211324
738 -0.0024733716630318966 -0.0019293124196381373 0.001227349323198626
23 0.0007006811823199765 0.0013842935260574495 -0.00022629587980102698
72 -0.0017128354770231588 0.00041024022595479223 -0.002941187477224841
82 0.0015986656763339302 0.0016963324752853337 0.0009673412585288514
140 -0.0013229201604217369 -0.0003426692175414407 0.001429723727681565
164 -0.0003297424153043215 0.0029056228347915884 1.0314566473616265e-05
307 0.0029774594297484994 -0.0003000077091771527 -0.0015024887980734994
405 -0.0010148358117671097 0.000980164652433577 0.0016923693350306076
735 0.001293503737353563 -0.0010845541940214798 -0.0014486202140346538
155 0.002028696298990249 0.0016110821286637906 0.00012533491358606772
145 0.0008056618626599006 -2.6931296301770077e-05 0.0011170085020594809
14 -0.0024149443108429096 0.00019923834905389323 0.0016949462508790236
35 -0.001412638627826477 -0.0026836824224495404 0.001215296769994954
39 0.0033899352212824895 0.0009488208475636192 -0.0008406845218509809
51 -0.001111837111004678 0.003116501388179482 0.0004184647134536354
59 0.0004917339832909227 0.0035920171000139813 -0.004151339556765794
65 -0.0020463247363624684 0.0014429126816804633 0.003247024673763046
71 -0.0005760749280852228 0.0012061509001193625 -0.00021141694077510408
88 0.0012516761738282911 0.0020602389409810004 0.0007613208127382885
