7.500000000000000000e+01 1.464000000000000000e+03 3.660000000000000000e+02
7.600000000000000000e+01 1.448000000000000000e+03 3.620000000000000000e+02
7.700000000000000000e+01 4.288000000000000000e+03 1.072000000000000000e+03
7.800000000000000000e+01 8.116000000000000000e+03 2.029000000000000000e+03
7.900000000000000000e+01 1.057200000000000000e+04 2.643000000000000000e+03
8.000000000000000000e+01 1.293600000000000000e+04 3.234000000000000000e+03
8.100000000000000000e+01 1.544800000000000000e+04 3.862000000000000000e+03
8.200000000000000000e+01 1.854400000000000000e+04 4.636000000000000000e+03
8.300000000000000000e+01 2.107600000000000000e+04 5.269000000000000000e+03
8.400000000000000000e+01 2.395600000000000000e+04 5.989000000000000000e+03
8.500000000000000000e+01 2.658400000000000000e+04 6.646000000000000000e+03
8.600000000000000000e+01 2.932800000000000000e+04 7.332000000000000000e+03
8.700000000000000000e+01 3.175600000000000000e+04 7.939000000000000000e+03
8.800000000000000000e+01 3.572400000000000000e+04 8.931000000000000000e+03
8.900000000000000000e+01 3.769200000000000000e+04 9.423000000000000000e+03
9.000000000000000000e+01 4.114000000000000000e+04 1.028500000000000000e+04
9.100000000000000000e+01 4.387600000000000000e+04 1.096900000000000000e+04
9.200000000000000000e+01 4.551600000000000000e+04 1.137900000000000000e+04
9.300000000000000000e+01 4.889200000000000000e+04 1.222300000000000000e+04
9.400000000000000000e+01 5.098000000000000000e+04 1.274500000000000000e+04
9.500000000000000000e+01 5.307600000000000000e+04 1.326900000000000000e+04
9.600000000000000000e+01 5.592000000000000000e+04 1.398000000000000000e+04
9.700000000000000000e+01 5.905200000000000000e+04 1.476300000000000000e+04
9.800000000000000000e+01 6.197600000000000000e+04 1.549400000000000000e+04
9.900000000000000000e+01 6.486000000000000000e+04 1.621500000000000000e+04
1.000000000000000000e+02 6.744400000000000000e+04 1.686100000000000000e+04
1.010000000000000000e+02 7.048400000000000000e+04 1.762100000000000000e+04
1.020000000000000000e+02 7.282000000000000000e+04 1.820500000000000000e+04
1.030000000000000000e+02 7.514000000000000000e+04 1.878500000000000000e+04
1.040000000000000000e+02 7.809600000000000000e+04 1.952400000000000000e+04
1.050000000000000000e+02 8.111600000000000000e+04 2.027900000000000000e+04
